         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:4485(_init_child_props)
       69    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\construction.py:713(_sanitize_str_dtypes)
       30    0.000    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:394(validate_coerce)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\scipy\stats\_qmc.py:91(scale)
      294    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       23    0.000    0.000    0.000    0.000 C:\Python38\lib\tempfile.py:84(_infer_return_type)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\joblib\memory.py:910(__init__)
        2    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\reshape\concat.py:389(__init__)
        4    0.000    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\internals\construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\carpet\_aaxis.py:5(Aaxis)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_contour.py:5(Contour)
       64    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       42    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\internals\managers.py:1846(is_consolidated)
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatterternary\_marker.py:1349(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\carpet\_baxis.py:5(Baxis)
        3    0.000    0.000    0.009    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatterpolar\_marker.py:1349(__init__)
       30    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\scipy\sparse\_base.py:105(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\heatmap\_colorbar.py:5(ColorBar)
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatter3d\_marker.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattercarpet\marker\_colorbar.py:5(ColorBar)
        6    0.000    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_title.py:332(__init__)
        8    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:2088(build_validator)
        3    0.000    0.000    0.016    0.005 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\barpolar\_marker.py:953(__init__)
       42    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\dtypes\common.py:736(is_signed_integer_dtype)
        6    0.000    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_mapbox.py:511(__init__)
        2    0.000    0.000    0.002    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:1924(get_groups_and_orders)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_surface.py:5(Surface)
      131    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattergeo\_marker.py:1327(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_heatmap.py:5(Heatmap)
        1    0.000    0.000    0.031    0.031 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\calculix\writer.py:25(<module>)
       41    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_scatter3d.py:5(Scatter3d)
        3    0.000    0.000    0.005    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\barpolar\marker\_pattern.py:417(__init__)
       11    0.000    0.000    0.000    0.000 C:\Python38\lib\queue.py:153(get)
       18    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\algorithms.py:1484(take)
      154    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattercarpet\_marker.py:1349(__init__)
       37    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:4621(figure)
       22    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\array_algos\take.py:554(_take_preprocess_indexer_and_fill_value)
       10    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\internals\blocks.py:504(astype)
       38    0.000    0.000    0.000    0.000 {method 'reset' of 'ContextVar' objects}
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\contourcarpet\_colorbar.py:5(ColorBar)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\coloraxis\_colorbar.py:5(ColorBar)
       53    0.000    0.000    0.002    0.000 C:\Python38\lib\re.py:250(compile)
        5    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatter\_marker.py:1349(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_choropleth.py:5(Choropleth)
      155    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\fromnumeric.py:2698(_amax_dispatcher)
        4    0.000    0.000    0.003    0.001 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:6056(_get_indexer_strict)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:1443(<listcomp>)
        3    0.000    0.000    0.005    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\histogram\marker\_pattern.py:417(__init__)
       16    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:1438(__init__)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:6087(_raise_if_missing)
       13    0.000    0.000    0.006    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\frame.py:4164(_set_item)
       11    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\internals\managers.py:2398(_fast_count_smallints)
       23    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femmesh\meshsetsgetter.py:1030(get_elset_name_standard)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattermapbox\marker\_colorbar.py:5(ColorBar)
       10    0.000    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\generic.py:3894(_take_with_is_copy)
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatterpolargl\_marker.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\polar\_radialaxis.py:5(RadialAxis)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\ternary\_aaxis.py:5(Aaxis)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\sorting.py:157(<listcomp>)
      138    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 C:\Python38\lib\ntpath.py:214(basename)
       30    0.000    0.000    0.000    0.000 C:\Python38\lib\types.py:171(__get__)
       16    0.000    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\nanops.py:403(new_func)
       92    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        6    0.000    0.000    0.010    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_coloraxis.py:559(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\apply.py:896(apply_series_generator)
       67    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\function_base.py:871(copy)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_barpolar.py:5(Barpolar)
        3    0.000    0.000    0.002    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\bar\_error_y.py:424(__init__)
        3    0.000    0.000    0.005    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\bar\marker\_pattern.py:417(__init__)
        3    0.000    0.000    0.009    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattergl\_marker.py:1200(__init__)
        3    0.000    0.000    0.010    0.003 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scattermapbox\_marker.py:1021(__init__)
        3    0.000    0.000    0.006    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatter\_fillpattern.py:417(__init__)
      200    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:100(G)
       10    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\dtypes\astype.py:239(astype_array_safe)
        9    0.000    0.000    0.005    0.001 C:\Python38\lib\json\__init__.py:183(dumps)
       96    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\_param_validation.py:547(<genexpr>)
       38    0.000    0.000    0.000    0.000 {method 'set' of 'ContextVar' objects}
       38    0.000    0.000    0.000    0.000 C:\Python38\lib\os.py:734(check_str)
       22    0.000    0.000    0.005    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:2645(_is_key_path_compatible)
      193    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:1149(cast)
        2    0.000    0.000    0.008    0.004 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:526(configure_axes)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\shutil.py:1312(get_terminal_size)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\uuid.py:132(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:658(_parse_args)
        6    0.000    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_hoverlabel.py:310(__init__)
       69    0.000    0.000    0.000    0.000 C:\Python38\lib\subprocess.py:1336(_internal_poll)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\_config\config.py:142(_set_option)
        5    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:1752(_validate_names)
       41    0.000    0.000    0.000    0.000 C:\Python38\lib\sre_parse.py:168(__setitem__)
        3    0.000    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\frame.py:7599(_dispatch_frame_op)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\model_selection\_split.py:59(split)
        3    0.000    0.000    0.012    0.004 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\table\_cells.py:436(__init__)
       29    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(swapaxes)
        3    0.000    0.000    0.003    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\bar\_error_x.py:445(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatterpolar\marker\_colorbar.py:5(ColorBar)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\scene\_zaxis.py:5(ZAxis)
       22    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\fromnumeric.py:1038(argsort)
        6    0.000    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_font.py:144(__init__)
      200    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:108(H)
        5    0.000    0.000    0.021    0.004 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\parallel.py:111(__call__)
        5    0.000    0.000    0.006    0.001 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\pipeline.py:689(score)
        3    0.000    0.000    0.015    0.005 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\bar\_marker.py:952(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_scattercarpet.py:5(Scattercarpet)
      160    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
       83    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.005    0.001 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\utils.py:51(encode)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\internals\managers.py:2182(create_block_manager_from_column_arrays)
        1    0.000    0.000    0.025    0.025 c:\Virtual_Environments\theeng\lib\site-packages\joblib\parallel.py:1000(__call__)
       15    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:626(__init__)
        3    0.000    0.000    0.004    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\barpolar\marker\_line.py:465(__init__)
        3    0.000    0.000    0.012    0.004 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\table\_header.py:436(__init__)
       33    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
      174    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\fromnumeric.py:432(_repeat_dispatcher)
       20    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:1332(__init__)
       12    0.000    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\scipy\sparse\_base.py:983(tocsr)
        9    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\ref_dirs\optimizer.py:11(next)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:1039(__new__)
